UTC_ABS_TIME,CH4,Ar,XX
2005-01-14T09:14:59.734, 0.0142, 0.0, 0.0
2005-01-14T09:15:01.609, 0.0142, 0.0, 0.0
2005-01-14T09:15:03.468, 0.0142, 0.0, 0.0
2005-01-14T09:15:05.343, 0.0142, 0.0, 0.0
2005-01-14T09:15:07.359, 0.0142, 0.0, 0.0
2005-01-14T09:15:09.171, 0.0142, 0.0, 0.0
2005-01-14T09:15:11.046, 0.0142, 0.0, 0.0
2005-01-14T09:15:12.906, 0.0142, 0.0, 0.0
2005-01-14T09:15:14.750, 0.0142, 0.0, 0.0
2005-01-14T09:15:16.656, 0.0142, 0.0, 0.0
2005-01-14T09:15:18.531, 0.0142, 0.0, 0.0
2005-01-14T09:15:20.406, 0.0142, 0.0, 0.0
2005-01-14T09:15:22.421, 0.0142, 0.0, 0.0
2005-01-14T09:15:24.218, 0.0142, 0.0, 0.0
2005-01-14T09:15:26.093, 0.0142, 0.0, 0.0
2005-01-14T09:15:36.296, 0.0142, 0.0, 0.0
2005-01-14T09:15:38.125, 0.0142, 0.0, 0.0
2005-01-14T09:15:40.000, 0.0142, 0.0, 0.0
2005-01-14T09:15:41.875, 0.0142, 0.0, 0.0
2005-01-14T09:15:43.750, 0.0142, 0.0, 0.0
2005-01-14T09:15:45.687, 0.0142, 0.0, 0.0
2005-01-14T09:15:47.562, 0.0142, 0.0, 0.0
2005-01-14T09:15:49.437, 0.0142, 0.0, 0.0
2005-01-14T09:15:51.312, 0.0142, 0.0, 0.0
2005-01-14T09:15:53.187, 0.0142, 0.0, 0.0
2005-01-14T09:15:55.046, 0.0142, 0.0, 0.0
2005-01-14T09:15:56.921, 0.0142, 0.0, 0.0
2005-01-14T09:15:58.796, 0.0142, 0.0, 0.0
2005-01-14T09:16:00.750, 0.0142, 0.0, 0.0
2005-01-14T09:16:02.609, 0.0142, 0.0, 0.0
2005-01-14T09:16:04.484, 0.0142, 0.0, 0.0
2005-01-14T09:16:06.359, 0.0142, 0.0, 0.0
2005-01-14T09:16:08.234, 0.0142, 0.0, 0.0
2005-01-14T09:16:10.109, 0.0142, 0.0, 0.0
2005-01-14T09:16:11.984, 0.0142, 0.0, 0.0
2005-01-14T09:16:13.828, 0.0142, 0.0, 0.0
2005-01-14T09:16:15.812, 0.0142, 0.0, 0.0
2005-01-14T09:16:17.687, 0.0142, 0.0, 0.0
2005-01-14T09:16:19.562, 0.0142, 0.0, 0.0
2005-01-14T09:16:21.437, 0.0142, 0.0, 0.0
2005-01-14T09:16:23.312, 0.0142, 0.0, 0.0
2005-01-14T09:16:25.187, 0.0142, 0.0, 0.0
2005-01-14T09:16:27.062, 0.0142, 0.0, 0.0
2005-01-14T09:16:28.921, 0.0142, 0.0, 0.0
2005-01-14T09:16:30.875, 0.0142, 0.0, 0.0
2005-01-14T09:16:32.734, 0.0142, 0.0, 0.0
2005-01-14T09:16:34.609, 0.0142, 0.0, 0.0
2005-01-14T09:16:53.421, 0.0142, 0.0, 0.0
2005-01-14T09:16:55.296, 0.0142, 0.0, 0.0
2005-01-14T09:16:57.171, 0.0142, 0.0, 0.0
2005-01-14T09:16:59.046, 0.0142, 0.0, 0.0
2005-01-14T09:17:00.984, 0.0142, 0.0, 0.0
2005-01-14T09:17:02.859, 0.0142, 0.0, 0.0
2005-01-14T09:17:04.734, 0.0142, 0.0, 0.0
2005-01-14T09:17:06.609, 0.0142, 0.0, 0.0
2005-01-14T09:17:08.468, 0.0142, 0.0, 0.0
2005-01-14T09:17:10.343, 0.0142, 0.0, 0.0
2005-01-14T09:17:12.218, 0.0142, 0.0, 0.0
2005-01-14T09:17:14.093, 0.0142, 0.0, 0.0
2005-01-14T09:17:16.046, 0.0142, 0.0, 0.0
2005-01-14T09:17:17.921, 0.0142, 0.0, 0.0
2005-01-14T09:17:19.781, 0.0142, 0.0, 0.0
2005-01-14T09:17:21.656, 0.0142, 0.0, 0.0
2005-01-14T09:17:23.531, 0.0142, 0.0, 0.0
2005-01-14T09:17:25.406, 0.0142, 0.0, 0.0
2005-01-14T09:17:27.281, 0.0142, 0.0, 0.0
2005-01-14T09:17:29.156, 0.0142, 0.0, 0.0
2005-01-14T09:17:31.093, 0.0142, 0.0, 0.0
2005-01-14T09:17:32.968, 0.0142, 0.0, 0.0
2005-01-14T09:17:34.843, 0.0142, 0.0, 0.0
2005-01-14T09:17:36.718, 0.0142, 0.0, 0.0
2005-01-14T09:17:38.593, 0.0142, 0.0, 0.0
2005-01-14T09:17:40.468, 0.0142, 0.0, 0.0
2005-01-14T09:17:42.328, 0.0142, 0.0, 0.0
2005-01-14T09:17:44.203, 0.0142, 0.0, 0.0
2005-01-14T09:17:46.140, 0.0142, 0.0, 0.0
2005-01-14T09:17:48.015, 0.0142, 0.0, 0.0
2005-01-14T09:17:49.890, 0.0142, 0.0, 0.0
2005-01-14T09:17:51.765, 0.0142, 0.0, 0.0
2005-01-14T09:17:53.640, 0.0142, 0.0, 0.0
2005-01-14T09:17:55.515, 0.0142, 0.0, 0.0
2005-01-14T09:17:57.390, 0.0142, 0.0, 0.0
2005-01-14T09:17:59.265, 0.0142, 0.0, 0.0
2005-01-14T09:18:01.203, 0.0142, 0.0, 0.0
2005-01-14T09:18:03.078, 0.0142, 0.0, 0.0
2005-01-14T09:18:04.953, 0.0142, 0.0, 0.0
2005-01-14T09:18:06.828, 0.0142, 0.0, 0.0
2005-01-14T09:18:08.703, 0.0142, 0.0, 0.0
2005-01-14T09:18:10.578, 0.0142, 0.0, 0.0
2005-01-14T09:18:12.437, 0.0142, 0.0, 0.0
2005-01-14T09:18:14.312, 0.0142, 0.0, 0.0
2005-01-14T09:18:16.265, 0.0142, 0.0, 0.0
2005-01-14T09:18:18.140, 0.0142, 0.0, 0.0
2005-01-14T09:18:20.015, 0.0142, 0.0, 0.0
2005-01-14T09:18:21.890, 0.0142, 0.0, 0.0
2005-01-14T09:18:23.765, 0.0142, 0.0, 0.0
2005-01-14T09:18:25.640, 0.0142, 0.0, 0.0
2005-01-14T09:18:27.500, 0.0142, 0.0, 0.0
2005-01-14T09:18:29.375, 0.0142, 0.0, 0.0
2005-01-14T09:18:31.328, 0.0142, 0.0, 0.0
2005-01-14T09:18:33.203, 0.0142, 0.0, 0.0
2005-01-14T09:18:35.078, 0.0142, 0.0, 0.0
2005-01-14T09:18:53.875, 0.0143, 0.0, 0.0
2005-01-14T09:18:55.750, 0.0143, 0.0, 0.0
2005-01-14T09:18:57.625, 0.0143, 0.0, 0.0
2005-01-14T09:19:03.312, 0.0143, 0.0, 0.0
2005-01-14T09:19:05.187, 0.0143, 0.0, 0.0
2005-01-14T09:19:07.062, 0.0143, 0.0, 0.0
2005-01-14T09:19:08.921, 0.0143, 0.0, 0.0
2005-01-14T09:19:10.796, 0.0143, 0.0, 0.0
2005-01-14T09:19:12.671, 0.0143, 0.0, 0.0
2005-01-14T09:19:14.546, 0.0143, 0.0, 0.0
2005-01-14T09:19:16.500, 0.0143, 0.0, 0.0
2005-01-14T09:19:18.375, 0.0143, 0.0, 0.0
2005-01-14T09:19:20.250, 0.0143, 0.0, 0.0
2005-01-14T09:19:22.109, 0.0143, 0.0, 0.0
2005-01-14T09:19:23.984, 0.0143, 0.0, 0.0
2005-01-14T09:19:25.859, 0.0143, 0.0, 0.0
2005-01-14T09:19:27.734, 0.0143, 0.0, 0.0
2005-01-14T09:19:29.609, 0.0143, 0.0, 0.0
2005-01-14T09:19:31.562, 0.0143, 0.0, 0.0
2005-01-14T09:19:33.421, 0.0143, 0.0, 0.0
2005-01-14T09:19:35.296, 0.0143, 0.0, 0.0
2005-01-14T09:19:37.171, 0.0143, 0.0, 0.0
2005-01-14T09:19:39.046, 0.0143, 0.0, 0.0
2005-01-14T09:19:40.921, 0.0143, 0.0, 0.0
2005-01-14T09:19:42.750, 0.0143, 0.0, 0.0
2005-01-14T09:19:44.656, 0.0143, 0.0, 0.0
2005-01-14T09:19:46.609, 0.0143, 0.0, 0.0
2005-01-14T09:19:48.484, 0.0143, 0.0, 0.0
2005-01-14T09:19:50.343, 0.0143, 0.0, 0.0
2005-01-14T09:19:52.234, 0.0143, 0.0, 0.0
2005-01-14T09:19:54.109, 0.0143, 0.0, 0.0
2005-01-14T09:19:55.968, 0.0143, 0.0, 0.0
2005-01-14T09:19:57.828, 0.0143, 0.0, 0.0
2005-01-14T09:19:59.718, 0.0143, 0.0, 0.0
2005-01-14T09:20:01.671, 0.0143, 0.0, 0.0
2005-01-14T09:20:03.546, 0.0143, 0.0, 0.0
2005-01-14T09:20:05.406, 0.0143, 0.0, 0.0
2005-01-14T09:20:07.296, 0.0143, 0.0, 0.0
2005-01-14T09:20:09.156, 0.0143, 0.0, 0.0
2005-01-14T09:20:11.031, 0.0143, 0.0, 0.0
2005-01-14T09:20:12.906, 0.0143, 0.0, 0.0
2005-01-14T09:20:14.750, 0.0143, 0.0, 0.0
2005-01-14T09:20:16.718, 0.0143, 0.0, 0.0
2005-01-14T09:20:18.593, 0.0143, 0.0, 0.0
2005-01-14T09:20:20.468, 0.0143, 0.0, 0.0
2005-01-14T09:20:22.343, 0.0143, 0.0, 0.0
2005-01-14T09:20:24.218, 0.0143, 0.0, 0.0
2005-01-14T09:20:26.093, 0.0143, 0.0, 0.0
2005-01-14T09:20:27.968, 0.0143, 0.0, 0.0
2005-01-14T09:20:29.812, 0.0143, 0.0, 0.0
2005-01-14T09:20:31.781, 0.0143, 0.0, 0.0
2005-01-14T09:20:33.656, 0.0143, 0.0, 0.0
2005-01-14T09:20:35.531, 0.0143, 0.0, 0.0
2005-01-14T09:21:04.484, 0.0143, 0.0, 0.0
2005-01-14T09:21:06.359, 0.0143, 0.0, 0.0
2005-01-14T09:21:08.359, 0.0143, 0.0, 0.0
2005-01-14T09:21:10.171, 0.0143, 0.0, 0.0
2005-01-14T09:21:12.046, 0.0143, 0.0, 0.0
2005-01-14T09:21:13.921, 0.0143, 0.0, 0.0
2005-01-14T09:21:15.796, 0.0143, 0.0, 0.0
2005-01-14T09:21:17.671, 0.0143, 0.0, 0.0
2005-01-14T09:21:19.546, 0.0143, 0.0, 0.0
2005-01-14T09:21:21.406, 0.0143, 0.0, 0.0
2005-01-14T09:21:23.421, 0.0143, 0.0, 0.0
2005-01-14T09:21:25.234, 0.0143, 0.0, 0.0
2005-01-14T09:21:27.109, 0.0143, 0.0, 0.0
2005-01-14T09:21:28.984, 0.0143, 0.0, 0.0
2005-01-14T09:21:30.843, 0.0143, 0.0, 0.0
2005-01-14T09:21:32.718, 0.0143, 0.0, 0.0
2005-01-14T09:21:34.593, 0.0143, 0.0, 0.0
2005-01-14T09:21:36.468, 0.0143, 0.0, 0.0
2005-01-14T09:21:38.484, 0.0143, 0.0, 0.0
2005-01-14T09:21:40.281, 0.0143, 0.0, 0.0
2005-01-14T09:21:42.156, 0.0143, 0.0, 0.0
2005-01-14T09:21:44.031, 0.0143, 0.0, 0.0
2005-01-14T09:21:45.906, 0.0143, 0.0, 0.0
2005-01-14T09:21:47.781, 0.0143, 0.0, 0.0
2005-01-14T09:21:49.656, 0.0143, 0.0, 0.0
2005-01-14T09:21:51.531, 0.0143, 0.0, 0.0
2005-01-14T09:21:53.531, 0.0143, 0.0, 0.0
2005-01-14T09:21:55.343, 0.0143, 0.0, 0.0
2005-01-14T09:21:57.218, 0.0143, 0.0, 0.0
2005-01-14T09:21:59.093, 0.0143, 0.0, 0.0
2005-01-14T09:22:00.968, 0.0143, 0.0, 0.0
2005-01-14T09:22:02.828, 0.0143, 0.0, 0.0
2005-01-14T09:22:04.703, 0.0143, 0.0, 0.0
2005-01-14T09:22:06.578, 0.0143, 0.0, 0.0
2005-01-14T09:22:08.593, 0.0143, 0.0, 0.0
2005-01-14T09:22:10.406, 0.0143, 0.0, 0.0
2005-01-14T09:22:12.281, 0.0143, 0.0, 0.0
2005-01-14T09:22:14.140, 0.0143, 0.0, 0.0
2005-01-14T09:22:16.015, 0.0143, 0.0, 0.0
2005-01-14T09:22:17.890, 0.0143, 0.0, 0.0
2005-01-14T09:22:19.765, 0.0143, 0.0, 0.0
2005-01-14T09:22:21.640, 0.0143, 0.0, 0.0
2005-01-14T09:22:23.640, 0.0143, 0.0, 0.0
2005-01-14T09:22:25.468, 0.0143, 0.0, 0.0
2005-01-14T09:22:27.343, 0.0143, 0.0, 0.0
2005-01-14T09:22:29.218, 0.0143, 0.0, 0.0
2005-01-14T09:22:31.078, 0.0143, 0.0, 0.0
2005-01-14T09:22:32.953, 0.0143, 0.0, 0.0
2005-01-14T09:22:34.828, 0.0143, 0.0, 0.0
2005-01-14T09:22:36.703, 0.0143, 0.0, 0.0
2005-01-14T09:22:38.703, 0.0143, 0.0, 0.0
2005-01-14T09:22:40.515, 0.0143, 0.0, 0.0
2005-01-14T09:22:42.390, 0.0143, 0.0, 0.0
2005-01-14T09:22:44.265, 0.0143, 0.0, 0.0
2005-01-14T09:23:03.078, 0.0143, 0.0, 0.0
2005-01-14T09:23:04.937, 0.0143, 0.0, 0.0
2005-01-14T09:23:06.812, 0.0143, 0.0, 0.0
2005-01-14T09:23:08.828, 0.0143, 0.0, 0.0
2005-01-14T09:23:10.625, 0.0143, 0.0, 0.0
2005-01-14T09:23:12.500, 0.0143, 0.0, 0.0
2005-01-14T09:23:14.375, 0.0143, 0.0, 0.0
2005-01-14T09:23:16.250, 0.0143, 0.0, 0.0
2005-01-14T09:23:18.125, 0.0143, 0.0, 0.0
2005-01-14T09:23:20.000, 0.0143, 0.0, 0.0
2005-01-14T09:23:21.875, 0.0143, 0.0, 0.0
2005-01-14T09:23:23.875, 0.0143, 0.0, 0.0
2005-01-14T09:23:25.687, 0.0143, 0.0, 0.0
2005-01-14T09:23:27.562, 0.0143, 0.0, 0.0
2005-01-14T09:23:29.437, 0.0143, 0.0, 0.0
2005-01-14T09:23:31.312, 0.0143, 0.0, 0.0
2005-01-14T09:23:33.187, 0.0143, 0.0, 0.0
2005-01-14T09:23:35.062, 0.0143, 0.0, 0.0
2005-01-14T09:23:36.921, 0.0143, 0.0, 0.0
2005-01-14T09:23:38.937, 0.0143, 0.0, 0.0
2005-01-14T09:23:40.750, 0.0143, 0.0, 0.0
2005-01-14T09:23:42.625, 0.0143, 0.0, 0.0
2005-01-14T09:23:44.484, 0.0143, 0.0, 0.0
2005-01-14T09:23:46.359, 0.0143, 0.0, 0.0
2005-01-14T09:23:48.234, 0.0143, 0.0, 0.0
2005-01-14T09:23:50.109, 0.0143, 0.0, 0.0
2005-01-14T09:23:51.984, 0.0143, 0.0, 0.0
2005-01-14T09:23:54.000, 0.0143, 0.0, 0.0
2005-01-14T09:23:55.812, 0.0143, 0.0, 0.0
2005-01-14T09:23:57.687, 0.0143, 0.0, 0.0
2005-01-14T09:23:59.546, 0.0143, 0.0, 0.0
2005-01-14T09:24:01.421, 0.0143, 0.0, 0.0
2005-01-14T09:24:03.296, 0.0143, 0.0, 0.0
2005-01-14T09:24:05.171, 0.0143, 0.0, 0.0
2005-01-14T09:24:07.046, 0.0143, 0.0, 0.0
2005-01-14T09:24:09.046, 0.0143, 0.0, 0.0
2005-01-14T09:24:10.796, 0.0143, 0.0, 0.0
2005-01-14T09:24:12.734, 0.0143, 0.0, 0.0
2005-01-14T09:24:14.609, 0.0144, 0.0, 0.0
2005-01-14T09:24:16.484, 0.0144, 0.0, 0.0
2005-01-14T09:24:18.359, 0.0144, 0.0, 0.0
2005-01-14T09:24:20.234, 0.0144, 0.0, 0.0
2005-01-14T09:24:22.109, 0.0144, 0.0, 0.0
2005-01-14T09:24:24.109, 0.0144, 0.0, 0.0
2005-01-14T09:24:25.921, 0.0144, 0.0, 0.0
2005-01-14T09:24:27.796, 0.0144, 0.0, 0.0
2005-01-14T09:24:29.671, 0.0144, 0.0, 0.0
2005-01-14T09:24:31.546, 0.0144, 0.0, 0.0
2005-01-14T09:24:33.406, 0.0144, 0.0, 0.0
2005-01-14T09:24:35.296, 0.0144, 0.0, 0.0
2005-01-14T09:24:37.171, 0.0144, 0.0, 0.0
2005-01-14T09:24:39.171, 0.0144, 0.0, 0.0
2005-01-14T09:24:40.984, 0.0144, 0.0, 0.0
2005-01-14T09:24:42.843, 0.0144, 0.0, 0.0
2005-01-14T09:24:44.734, 0.0144, 0.0, 0.0
2005-01-14T09:25:05.406, 0.0144, 0.0, 0.0
2005-01-14T09:25:07.281, 0.0144, 0.0, 0.0
2005-01-14T09:25:09.281, 0.0144, 0.0, 0.0
2005-01-14T09:25:11.093, 0.0144, 0.0, 0.0
2005-01-14T09:25:12.968, 0.0144, 0.0, 0.0
2005-01-14T09:25:14.843, 0.0144, 0.0, 0.0
2005-01-14T09:25:16.718, 0.0144, 0.0, 0.0
2005-01-14T09:25:18.593, 0.0144, 0.0, 0.0
2005-01-14T09:25:20.453, 0.0144, 0.0, 0.0
2005-01-14T09:25:22.328, 0.0144, 0.0, 0.0
2005-01-14T09:25:24.328, 0.0144, 0.0, 0.0
2005-01-14T09:25:26.156, 0.0144, 0.0, 0.0
2005-01-14T09:25:28.031, 0.0144, 0.0, 0.0
2005-01-14T09:25:29.906, 0.0144, 0.0, 0.0
2005-01-14T09:25:31.781, 0.0144, 0.0, 0.0
2005-01-14T09:25:33.640, 0.0144, 0.0, 0.0
2005-01-14T09:25:35.515, 0.0144, 0.0, 0.0
2005-01-14T09:25:37.390, 0.0144, 0.0, 0.0
2005-01-14T09:25:39.390, 0.0144, 0.0, 0.0
2005-01-14T09:25:41.218, 0.0144, 0.0, 0.0
2005-01-14T09:25:43.093, 0.0144, 0.0, 0.0
2005-01-14T09:25:44.953, 0.0144, 0.0, 0.0
2005-01-14T09:25:46.828, 0.0144, 0.0, 0.0
2005-01-14T09:25:57.078, 0.0144, 0.0, 0.0
2005-01-14T09:25:58.875, 0.0144, 0.0, 0.0
2005-01-14T09:26:00.750, 0.0144, 0.0, 0.0
2005-01-14T09:26:02.687, 0.0144, 0.0, 0.0
2005-01-14T09:26:04.562, 0.0144, 0.0, 0.0
2005-01-14T09:26:06.437, 0.0144, 0.0, 0.0
2005-01-14T09:26:12.062, 0.0144, 0.0, 0.0
2005-01-14T09:26:13.921, 0.0144, 0.0, 0.0
2005-01-14T09:26:15.812, 0.0144, 0.0, 0.0
2005-01-14T09:26:17.750, 0.0144, 0.0, 0.0
2005-01-14T09:26:19.625, 0.0144, 0.0, 0.0
2005-01-14T09:26:21.500, 0.0144, 0.0, 0.0
2005-01-14T09:26:23.375, 0.0144, 0.0, 0.0
2005-01-14T09:26:25.250, 0.0144, 0.0, 0.0
2005-01-14T09:26:27.125, 0.0144, 0.0, 0.0
2005-01-14T09:26:28.984, 0.0144, 0.0, 0.0
2005-01-14T09:26:30.859, 0.0144, 0.0, 0.0
2005-01-14T09:26:32.812, 0.0144, 0.0, 0.0
2005-01-14T09:26:34.687, 0.0144, 0.0, 0.0
2005-01-14T09:26:36.562, 0.0144, 0.0, 0.0
2005-01-14T09:26:38.437, 0.0144, 0.0, 0.0
2005-01-14T09:26:40.296, 0.0144, 0.0, 0.0
2005-01-14T09:26:42.171, 0.0144, 0.0, 0.0
2005-01-14T09:26:44.046, 0.0144, 0.0, 0.0
2005-01-14T09:26:45.921, 0.0144, 0.0, 0.0
2005-01-14T09:26:47.859, 0.0144, 0.0, 0.0
2005-01-14T09:26:49.765, 0.0144, 0.0, 0.0
2005-01-14T09:26:51.640, 0.0144, 0.0, 0.0
2005-01-14T09:26:53.500, 0.0144, 0.0, 0.0
2005-01-14T09:27:10.437, 0.0144, 0.0, 0.0
2005-01-14T09:27:12.312, 0.0144, 0.0, 0.0
2005-01-14T09:27:14.187, 0.0144, 0.0, 0.0
2005-01-14T09:27:16.046, 0.0144, 0.0, 0.0
2005-01-14T09:27:18.000, 0.0144, 0.0, 0.0
2005-01-14T09:27:19.875, 0.0144, 0.0, 0.0
2005-01-14T09:27:21.750, 0.0144, 0.0, 0.0
2005-01-14T09:27:23.625, 0.0144, 0.0, 0.0
2005-01-14T09:27:25.500, 0.0144, 0.0, 0.0
2005-01-14T09:27:27.375, 0.0144, 0.0, 0.0
2005-01-14T09:27:29.234, 0.0144, 0.0, 0.0
2005-01-14T09:27:31.109, 0.0144, 0.0, 0.0
2005-01-14T09:27:33.062, 0.0144, 0.0, 0.0
2005-01-14T09:27:34.921, 0.0144, 0.0, 0.0
2005-01-14T09:27:36.796, 0.0144, 0.0, 0.0
2005-01-14T09:27:38.671, 0.0144, 0.0, 0.0
2005-01-14T09:27:40.546, 0.0144, 0.0, 0.0
2005-01-14T09:27:42.421, 0.0144, 0.0, 0.0
2005-01-14T09:27:44.296, 0.0144, 0.0, 0.0
2005-01-14T09:27:46.171, 0.0144, 0.0, 0.0
2005-01-14T09:27:48.109, 0.0144, 0.0, 0.0
2005-01-14T09:27:49.984, 0.0144, 0.0, 0.0
2005-01-14T09:27:51.859, 0.0144, 0.0, 0.0
2005-01-14T09:27:53.734, 0.0144, 0.0, 0.0
2005-01-14T09:27:55.609, 0.0144, 0.0, 0.0
2005-01-14T09:27:57.484, 0.0144, 0.0, 0.0
2005-01-14T09:27:59.359, 0.0144, 0.0, 0.0
2005-01-14T09:28:01.234, 0.0144, 0.0, 0.0
2005-01-14T09:28:03.171, 0.0144, 0.0, 0.0
2005-01-14T09:28:05.046, 0.0144, 0.0, 0.0
2005-01-14T09:28:06.921, 0.0144, 0.0, 0.0
2005-01-14T09:28:08.796, 0.0144, 0.0, 0.0
2005-01-14T09:28:10.671, 0.0144, 0.0, 0.0
2005-01-14T09:28:12.531, 0.0144, 0.0, 0.0
2005-01-14T09:28:14.406, 0.0144, 0.0, 0.0
2005-01-14T09:28:16.281, 0.0144, 0.0, 0.0
2005-01-14T09:28:18.234, 0.0144, 0.0, 0.0
